Dist Code,Year,State Code,State Name,Dist Name,RICE AREA (1000 ha),RICE YIELD (Kg per ha),WHEAT AREA (1000 ha),WHEAT YIELD (Kg per ha),GROUNDNUT AREA (1000 ha),GROUNDNUT YIELD (Kg per ha),SUGARCANE AREA (1000 ha),SUGARCANE YIELD (Kg per ha),COTTON AREA (1000 ha),COTTON YIELD (Kg per ha)
211,1995,12,Uttar Pradesh,Jhansi,9.65,669.43,197.57,2039.48,30.41,727.39,0.41,3170.73,0,0
211,1996,12,Uttar Pradesh,Jhansi,9.6,890.63,211.42,2135.04,35.62,1168.44,0.43,4186.05,0,0
211,1997,12,Uttar Pradesh,Jhansi,9.02,600.89,233.46,2062.11,39.4,983.5,0.36,5250,0,0
211,1998,12,Uttar Pradesh,Jhansi,11.96,759.2,214.04,2068.35,39.94,1033.05,0.35,5371.43,0,0
211,1999,12,Uttar Pradesh,Jhansi,8.91,818.18,237.05,2351.19,38.06,752.23,0.3,4233.33,0,0
211,2000,12,Uttar Pradesh,Jhansi,10.31,978.66,223.78,2016.89,38.95,985.62,0.29,4137.93,0,0
211,2001,12,Uttar Pradesh,Jhansi,10.43,704.7,225.48,2375.51,39.79,885.65,0.25,4640,0,0
211,2002,12,Uttar Pradesh,Jhansi,6.22,160.77,196.7,2203.15,26.28,332.95,0.17,4352.94,0,0
211,2003,12,Uttar Pradesh,Jhansi,8.22,891.73,223.76,2361.1,28.33,698.91,0.16,4937.5,0,0
211,2004,12,Uttar Pradesh,Jhansi,11.98,480.8,201.2,2142.69,31.69,884.19,0.24,5833.33,0,0
211,2005,12,Uttar Pradesh,Jhansi,8.08,1257.43,199.84,1896.17,34.96,731.12,0.17,2176.47,0,0
211,2006,12,Uttar Pradesh,Jhansi,5.23,871.89,224.58,2139.28,34.36,576.54,0.27,4000,0,0
211,2007,12,Uttar Pradesh,Jhansi,5.46,549.45,183.72,1798.23,32.33,431.8,0.23,1913.04,0,0
211,2008,12,Uttar Pradesh,Jhansi,5.73,1193.72,255.91,2469.38,28.39,781.97,0.18,2333.33,0,0
211,2009,12,Uttar Pradesh,Jhansi,4.54,1136.56,270.47,2451.92,31.31,548.71,0.15,3200,0,0
211,2010,12,Uttar Pradesh,Jhansi,8.13,1942.19,310.26,2560.66,29.35,1117.55,0.16,3687.5,0,0
211,2011,12,Uttar Pradesh,Jhansi,14.28,1838.94,331.86,2893.06,31.96,1026.6,0.23,3826.09,0,0
211,2012,12,Uttar Pradesh,Jhansi,11.36,1876.76,319.32,2731.24,28.79,1029.52,0.27,3666.67,0,0
211,2013,12,Uttar Pradesh,Jhansi,12.1,1807.44,331.96,1832.3,38.76,700.72,0.27,3925.93,0,0
211,2014,12,Uttar Pradesh,Jhansi,10.55,1748.82,328.46,1679.35,40.87,857.6,0.22,4000,0.07,0
211,2015,12,Uttar Pradesh,Jhansi,10.29,1665.69,301.34,1938.14,38.51,480.65,0.19,3442.41,0,0
211,2016,12,Uttar Pradesh,Jhansi,11.66,1291.3,339.15,3067.85,31.22,839.94,0.1,3804.08,0,0
211,2017,12,Uttar Pradesh,Jhansi,10.21,1589.75,302.3,2707.25,31.23,866.7,0.18,3943.82,0,0
213,1966,12,Uttar Pradesh,Jalaun,7.6,197.37,88.6,637.7,0,0,1.8,1944.44,0,0
213,1967,12,Uttar Pradesh,Jalaun,7.1,521.13,101.2,1244.07,0,0,0.6,3166.67,0,0
213,1968,12,Uttar Pradesh,Jalaun,8.9,168.54,103,943.69,0,0,1.2,3250,0,0
213,1969,12,Uttar Pradesh,Jalaun,8.7,448.28,112.9,1115.15,0,0,2,2150,0,0
213,1970,12,Uttar Pradesh,Jalaun,11.4,552.63,119.4,998.32,0,0,1.9,3052.63,0,0
213,1971,12,Uttar Pradesh,Jalaun,15.3,516.34,125.8,995.23,0,0,2,4200,0,0
213,1972,12,Uttar Pradesh,Jalaun,15.8,506.33,126.7,1290.45,0,0,1.9,2631.58,0,0
213,1973,12,Uttar Pradesh,Jalaun,8.9,337.08,121.3,1266.28,0.1,0,1.5,2600,0,0
213,1974,12,Uttar Pradesh,Jalaun,6.6,151.52,123.9,1114.61,0.2,500,1.8,2555.56,0,0
213,1975,12,Uttar Pradesh,Jalaun,6.1,590.16,116.9,1204.45,0.2,500,1.8,2555.56,0,0
213,1976,12,Uttar Pradesh,Jalaun,8.4,500,110.7,1147.24,0.1,1000,1.3,4307.69,0,0
213,1977,12,Uttar Pradesh,Jalaun,4.7,531.91,118.6,1329.68,0.1,1000,1.9,4473.68,0,0
213,1978,12,Uttar Pradesh,Jalaun,7.7,558.44,119.4,1431.32,0.2,500,1.9,3631.58,0,0
213,1979,12,Uttar Pradesh,Jalaun,7.4,27.03,94.2,911.89,0,0,1.2,2500,0,0
213,1980,12,Uttar Pradesh,Jalaun,4.7,404.26,111.9,1344.06,0.1,0,0.8,3875,0,0
213,1981,12,Uttar Pradesh,Jalaun,3.8,710.53,98.1,1520.9,0.1,1000,1.5,3333.33,0,0
213,1982,12,Uttar Pradesh,Jalaun,1.7,647.06,99.6,1708.84,0.1,1000,1.9,2789.47,0,0
213,1983,12,Uttar Pradesh,Jalaun,3.5,971.43,104,1570.19,0.1,1000,2.2,3954.55,0,0
213,1984,12,Uttar Pradesh,Jalaun,4.3,534.88,117.3,1375.11,0.1,0,2.1,4095.24,0,0
213,1985,12,Uttar Pradesh,Jalaun,2.6,961.54,90,1695.56,0.1,1000,1.8,4666.67,0,0
213,1986,12,Uttar Pradesh,Jalaun,2.5,920,88.1,1912.6,0.1,1000,2.1,4333.33,0,0
213,1987,12,Uttar Pradesh,Jalaun,1.6,812.5,91.5,1973.77,0,0,1.9,3684.21,0,0
213,1988,12,Uttar Pradesh,Jalaun,1.9,947.37,89.8,1997.77,0.2,1000,1.5,4400,0,0
213,1989,12,Uttar Pradesh,Jalaun,2.4,666.67,76.5,2096.73,0.2,500,1.3,3538.46,0,0
213,1990,12,Uttar Pradesh,Jalaun,1.88,984.04,76.83,2024.73,0.11,636.36,1.3,2869.23,0,0
213,1991,12,Uttar Pradesh,Jalaun,1.49,1114.09,80.6,2205.46,0.04,750,1.54,5337.66,0,0
213,1992,12,Uttar Pradesh,Jalaun,1.4,1042.86,84.65,2178.85,0.02,1000,1.14,3438.6,0,0
213,1993,12,Uttar Pradesh,Jalaun,1.12,857.14,84.87,2289.62,0.11,909.09,0.98,5969.39,0,0
213,1994,12,Uttar Pradesh,Jalaun,1.21,1024.79,89.15,2053.84,0.07,714.29,1.25,4368,0,0
213,1995,12,Uttar Pradesh,Jalaun,1.33,714.29,97.09,2383.15,0.03,666.67,1.4,3128.57,0,0
213,1996,12,Uttar Pradesh,Jalaun,1.26,1182.54,96.47,2776.3,0.08,875,1.63,4128.83,0,0
213,1997,12,Uttar Pradesh,Jalaun,1.75,600,107.68,2290.3,0.08,875,1.51,5258.28,0.01,0
213,1998,12,Uttar Pradesh,Jalaun,1.65,757.58,102.62,2851.3,0.09,555.56,1.49,5288.59,0,0
213,1999,12,Uttar Pradesh,Jalaun,1.66,819.28,115.81,3258.79,0.04,500,1.74,4287.36,0,0
213,2000,12,Uttar Pradesh,Jalaun,2.21,977.38,117.67,2882.13,0.09,777.78,1.95,4164.1,0,0
213,2001,12,Uttar Pradesh,Jalaun,1.09,706.42,125.15,3294.61,0.18,944.44,1.78,4651.69,0,0
213,2002,12,Uttar Pradesh,Jalaun,0.4,550,127.2,3054.4,0.08,375,1.86,4505.38,0,0
213,2003,12,Uttar Pradesh,Jalaun,0.86,895.35,130.68,2982.78,0.12,750,1.85,4962.16,0,0
213,2004,12,Uttar Pradesh,Jalaun,0.92,478.26,116.48,3178.66,0.21,904.76,1.67,5910.18,0,0
213,2005,12,Uttar Pradesh,Jalaun,0.76,1263.16,118.58,3072.52,0.13,615.38,1.97,2248.73,0,0
213,2006,12,Uttar Pradesh,Jalaun,0.56,875,144.7,2819.56,0.05,800,2.5,4040,0,0
213,2007,12,Uttar Pradesh,Jalaun,0.61,426.23,146.2,1777.22,0.06,666.67,2.22,1905.41,0,0
213,2008,12,Uttar Pradesh,Jalaun,0.45,1200,148.95,3127.09,0,0,0.88,2295.45,0,0
213,2009,12,Uttar Pradesh,Jalaun,0.34,1147.06,135.22,2760.39,0,0,1.23,3203.25,0,0
213,2010,12,Uttar Pradesh,Jalaun,0.57,1947.37,146.31,3197.25,0,0,1.16,3672.41,0,0
213,2011,12,Uttar Pradesh,Jalaun,0.53,1849.06,144.07,3362.12,0.01,1000,1.48,3939.19,0,0
213,2012,12,Uttar Pradesh,Jalaun,0.51,1098.04,145.44,3211.7,0.01,1000,1.75,3720,0,0
213,2013,12,Uttar Pradesh,Jalaun,0.52,1788.46,149.46,2979.53,0.06,666.67,1.61,4012.42,0,0
213,2014,12,Uttar Pradesh,Jalaun,0.51,1745.1,155.13,1329.47,0.02,1000,1.34,4052.24,0,0
213,2015,12,Uttar Pradesh,Jalaun,1.56,1794.87,158.55,1880.29,0,0,1.43,3442.65,0,0
213,2016,12,Uttar Pradesh,Jalaun,0.42,1552.13,147.43,3716.05,0.01,818.18,1.22,3804.17,0,0
213,2017,12,Uttar Pradesh,Jalaun,0.27,1264.93,160.36,3624.09,0.01,909.09,1.04,3943.9,0,0
214,1966,12,Uttar Pradesh,Hamirpur,6.7,119.4,108.8,609.38,0,0,1.7,1941.18,0,0
214,1967,12,Uttar Pradesh,Hamirpur,6.7,507.46,126.1,1276.76,0,0,0.8,3125,0,0
214,1968,12,Uttar Pradesh,Hamirpur,5.1,156.86,137.4,773.65,0,0,1.8,3166.67,0,0
214,1969,12,Uttar Pradesh,Hamirpur,6.1,459.02,144.9,1144.24,0,0,2.7,2185.19,0,0
214,1970,12,Uttar Pradesh,Hamirpur,8.7,551.72,140.3,1069.14,0,0,2.2,3136.36,0,0
214,1971,12,Uttar Pradesh,Hamirpur,9.9,535.35,145.1,1121.3,0,0,1.7,4176.47,0,0
214,1972,12,Uttar Pradesh,Hamirpur,9.4,489.36,141.9,1189.57,0,0,1.9,2684.21,0,0
214,1973,12,Uttar Pradesh,Hamirpur,8.8,329.55,136.8,879.39,0.1,1000,2.3,2565.22,0,0
214,1974,12,Uttar Pradesh,Hamirpur,6.6,227.27,129.2,735.29,0.3,666.67,1.8,2666.67,0,0
214,1975,12,Uttar Pradesh,Hamirpur,4.5,711.11,128.6,792.38,0.3,666.67,1.8,2666.67,0,0
214,1976,12,Uttar Pradesh,Hamirpur,5.1,490.2,120.5,847.3,0.1,1000,1.3,4230.77,0,0
214,1977,12,Uttar Pradesh,Hamirpur,5.3,528.3,130.4,1032.21,0.2,500,2.1,4619.05,0,0
214,1978,12,Uttar Pradesh,Hamirpur,4.8,541.67,138.2,1084.66,0.3,666.67,2.6,3769.23,0,0
214,1979,12,Uttar Pradesh,Hamirpur,5.9,16.95,138.7,574.62,0.2,500,1.3,2384.62,0,0
214,1980,12,Uttar Pradesh,Hamirpur,4,375,155.3,1235.67,0.2,500,0.9,4444.44,0,0
214,1981,12,Uttar Pradesh,Hamirpur,3.7,702.7,147.7,1184.16,0.3,666.67,1.4,3214.29,0,0
214,1982,12,Uttar Pradesh,Hamirpur,2.6,615.38,155.4,1335.91,0.4,500,1.8,2888.89,0,0
214,1983,12,Uttar Pradesh,Hamirpur,4.3,976.74,157.3,1378.26,0.6,666.67,2.6,3884.62,0,0
214,1984,12,Uttar Pradesh,Hamirpur,5.2,538.46,156.9,1181.64,1.5,466.67,2.1,4047.62,0,0
214,1985,12,Uttar Pradesh,Hamirpur,4.3,953.49,161.7,1247.99,1,900,1.7,4764.71,0,0
214,1986,12,Uttar Pradesh,Hamirpur,3.5,942.86,117.1,2233.13,1.5,866.67,2,4300,0,0
214,1987,12,Uttar Pradesh,Hamirpur,2.7,777.78,162.2,1381.63,1.2,666.67,2.1,3714.29,0,0
214,1988,12,Uttar Pradesh,Hamirpur,2.4,958.33,156,1342.95,3,966.67,2.2,3363.64,0,0
214,1989,12,Uttar Pradesh,Hamirpur,2.5,680,144.9,1203.59,2.1,952.38,1.7,4588.24,0,0
214,1990,12,Uttar Pradesh,Hamirpur,2.64,981.06,144.94,1588.38,1.79,698.32,1.56,4089.74,0,0
214,1991,12,Uttar Pradesh,Hamirpur,2.12,660.38,152.29,1514.02,1.67,772.46,1.97,4030.46,0,0
214,1992,12,Uttar Pradesh,Hamirpur,2.23,1044.84,153.72,1668.03,1.98,969.7,2.39,4523.01,0,0
214,1993,12,Uttar Pradesh,Hamirpur,1.99,859.3,143.18,1662.24,3.68,932.07,1.94,4824.74,0,0
214,1994,12,Uttar Pradesh,Hamirpur,2.16,1027.78,139.58,1752.76,5.67,735.45,2.34,4538.46,0,0
214,1995,12,Uttar Pradesh,Hamirpur,2.83,717.31,143.93,1607.24,7.51,463.38,3.62,3138.12,0,0
214,1996,12,Uttar Pradesh,Hamirpur,2.98,1184.56,154.63,1961.71,10.14,916.17,4.48,4129.46,0,0
214,1997,12,Uttar Pradesh,Hamirpur,2.61,1126.44,160.23,1769.89,11.89,689.66,3.72,4188.17,0.01,0
214,1998,12,Uttar Pradesh,Hamirpur,1.89,1619.05,150.06,2046.65,11.62,484.51,3.67,4514.99,0,0
214,1999,12,Uttar Pradesh,Hamirpur,2.55,1086.27,159.01,2305.64,11.45,621.83,4.05,5283.95,0,0
214,2000,12,Uttar Pradesh,Hamirpur,2.88,993.06,147.12,1740.21,11.92,619.13,4.36,4417.43,0,0
214,2001,12,Uttar Pradesh,Hamirpur,2.26,1331.86,150.41,2006.91,10.92,517.4,4.23,5172.58,0,0
214,2002,12,Uttar Pradesh,Hamirpur,1.31,816.79,138.22,1760.38,7.26,439.39,4.63,5054,0,0
214,2003,12,Uttar Pradesh,Hamirpur,1.24,1161.29,147.85,1922.49,7.46,347.18,4.28,4217.29,0,0
214,2004,12,Uttar Pradesh,Hamirpur,1.23,1138.21,138.65,1708.33,7.8,457.69,4.59,3864.92,0,0
214,2005,12,Uttar Pradesh,Hamirpur,0.6,800,132.44,1791.6,8.23,301.34,5.57,3118.49,0,0
214,2006,12,Uttar Pradesh,Hamirpur,0.48,770.83,140.36,1738.6,8.13,547.36,6.57,4202.44,0,0
214,2007,12,Uttar Pradesh,Hamirpur,0.35,542.86,120.95,1342.79,8.32,223.56,6.05,2644.63,0,0
214,2008,12,Uttar Pradesh,Hamirpur,0.33,1212.12,168.46,2295.14,7.88,436.55,3.1,4054.84,0,0
214,2009,12,Uttar Pradesh,Hamirpur,0.3,933.33,157.57,2124.77,7.64,187.17,2.38,4113.45,0,0
214,2010,12,Uttar Pradesh,Hamirpur,0.22,1136.36,162.51,2074.03,6.25,456,3.44,4938.95,0,0
214,2011,12,Uttar Pradesh,Hamirpur,0.14,1357.14,177.67,2489.67,6.92,440.75,4.69,4823.03,0,0
214,2012,12,Uttar Pradesh,Hamirpur,0.16,1812.5,184.52,2512.46,8.58,580.42,5.92,3711.15,0,0
214,2013,12,Uttar Pradesh,Hamirpur,0.13,1846.15,186.24,2297.63,6.99,722.46,8.45,4465.09,0,0
214,2014,12,Uttar Pradesh,Hamirpur,0.05,1800,182.93,1311.7,11.81,397.97,7.93,4041.61,0,0
214,2015,12,Uttar Pradesh,Hamirpur,0.09,1111.11,121.11,1564.2,11.5,344.35,8.69,3668.5,0,0
214,2016,12,Uttar Pradesh,Hamirpur,0.2,1778.89,209.21,2856.66,8.43,505.34,6.14,4295.29,0,0
214,2017,12,Uttar Pradesh,Hamirpur,0.08,1948.05,161.51,2728.57,5.99,877.59,8.73,3833.2,0,0
215,1966,12,Uttar Pradesh,Banda,29.1,1924.4,98.7,407.29,0,0,0.5,1800,0,0
215,1967,12,Uttar Pradesh,Banda,66.1,859.3,110.3,1051.68,0,0,0.2,3500,0,0
215,1968,12,Uttar Pradesh,Banda,74.1,755.74,107.6,1000,0,0,0.6,3166.67,0,0
215,1969,12,Uttar Pradesh,Banda,85.9,698.49,121.8,936.78,0,0,0.9,2333.33,0,0
215,1970,12,Uttar Pradesh,Banda,82.4,821.6,122.7,1136.92,0,0,0.9,3222.22,0,0
215,1971,12,Uttar Pradesh,Banda,84.4,643.36,127.6,1000,0,0,0.8,4250,0,0
215,1972,12,Uttar Pradesh,Banda,87.1,776.12,126.7,1089.19,0,0,0.5,2800,0,0
215,1973,12,Uttar Pradesh,Banda,87.8,621.87,129,724.03,0,0,0.6,2500,0,0
215,1974,12,Uttar Pradesh,Banda,86.5,546.82,120.1,524.56,0,0,0.6,2500,0,0
215,1975,12,Uttar Pradesh,Banda,90.2,829.27,120.7,758.08,0,0,0.6,2500,0,0
215,1976,12,Uttar Pradesh,Banda,93,637.63,117,708.55,0,0,0.5,4200,0,0
215,1977,12,Uttar Pradesh,Banda,96.6,1102.48,139.6,832.38,0,0,0.5,4600,0,0
215,1978,12,Uttar Pradesh,Banda,100.3,791.63,147,945.58,0.1,1000,0.5,3600,0,0
215,1979,12,Uttar Pradesh,Banda,66.1,87.75,149.8,318.42,0.1,0,0.3,2000,0,0
215,1980,12,Uttar Pradesh,Banda,80.8,615.1,176.4,1024.38,0,0,0.2,3000,0,0
215,1981,12,Uttar Pradesh,Banda,85.7,777.13,174.7,856.33,0.1,0,0.4,3250,0,0
215,1982,12,Uttar Pradesh,Banda,82,658.54,183.3,1304.42,0.1,1000,0.7,2857.14,0,0
215,1983,12,Uttar Pradesh,Banda,90.2,1012.2,172,1184.88,0.1,1000,0.8,3875,0,0
215,1984,12,Uttar Pradesh,Banda,77.9,513.48,189.5,1109.76,0.1,0,0.8,4250,0,0
215,1985,12,Uttar Pradesh,Banda,82.8,1073.67,179,1020.67,0.2,1000,0.8,5000,0,0
215,1986,12,Uttar Pradesh,Banda,91.3,1031.76,183.2,1248.91,0.4,750,1,4300,0,0
215,1987,12,Uttar Pradesh,Banda,44.5,851.69,189.5,1434.83,0.3,666.67,1.1,3818.18,0,0
215,1988,12,Uttar Pradesh,Banda,74.7,1042.84,181.8,805.83,0.4,1000,1,3900,0,0
215,1989,12,Uttar Pradesh,Banda,65.1,746.54,171.8,1148.43,0.5,1000,0.7,4142.86,0,0
215,1990,12,Uttar Pradesh,Banda,78.13,1041.09,183.83,1200.35,0.32,687.5,0.6,3783.33,0,0
215,1991,12,Uttar Pradesh,Banda,76.99,695.29,182.25,1132.57,0.24,791.67,0.83,3590.36,0,0
215,1992,12,Uttar Pradesh,Banda,74.89,1062.89,185.94,1324.14,0.17,1000,0.83,3626.51,0,0
215,1993,12,Uttar Pradesh,Banda,59.44,901.08,190.83,1444.01,0.37,945.95,0.63,4857.14,0,0
215,1994,12,Uttar Pradesh,Banda,68.98,1060.02,190.37,1477.12,0.48,729.17,0.68,4735.29,0,0
215,1995,12,Uttar Pradesh,Banda,73.4,725.48,185.51,1499.38,0.51,450.98,0.89,3123.6,0,0
215,1996,12,Uttar Pradesh,Banda,72.99,1229.48,187.1,1492.2,0.73,917.81,1.03,4126.21,0,0
215,1997,12,Uttar Pradesh,Banda,73.58,1126.12,190.85,1367.62,1.24,693.55,1.02,2598.04,0,0
215,1998,12,Uttar Pradesh,Banda,76.43,1514.59,196.59,1665.9,1.18,474.58,0.99,4272.73,0,0
215,1999,12,Uttar Pradesh,Banda,81.88,1280.9,194.95,1654.58,1.04,625,1.01,3821.78,0,0
215,2000,12,Uttar Pradesh,Banda,82.71,978.48,184.06,1430.95,1.06,613.21,1.09,3899.08,0,0
215,2001,12,Uttar Pradesh,Banda,84.85,1340.13,188.47,1904.44,0.68,764.71,1.03,5165.05,0,0
215,2002,12,Uttar Pradesh,Banda,68.84,797.65,194.2,1699.18,0.53,452.83,1.11,5063.06,0,0
215,2003,12,Uttar Pradesh,Banda,74.7,1167.2,194.08,1939.87,0.7,342.86,1.17,4230.77,0,0
215,2004,12,Uttar Pradesh,Banda,69.28,1118.65,188.07,1581.49,0.7,457.14,1.27,3858.27,0,0
215,2005,12,Uttar Pradesh,Banda,58.54,816.36,185.48,1442.53,0.86,930.23,1.08,3101.85,0,0
215,2006,12,Uttar Pradesh,Banda,67.74,808.24,183.27,1403.99,0.76,500,1.18,4194.92,0,0
215,2007,12,Uttar Pradesh,Banda,66.32,617.61,183.69,1316.51,0.81,382.72,1.19,2630.25,0.01,0
215,2008,12,Uttar Pradesh,Banda,73.68,1329.8,201.65,1791.62,0.71,436.62,1.02,4039.22,0,0
215,2009,12,Uttar Pradesh,Banda,54.51,1008.26,195.87,1728.9,0.68,191.18,0.58,4103.45,0,0
215,2010,12,Uttar Pradesh,Banda,53.92,1122.96,202.34,1794.31,0.57,1070.18,0.62,4903.23,0,0
215,2011,12,Uttar Pradesh,Banda,64.3,1407.15,209.27,2194.96,0.7,828.57,0.63,4761.9,0,0
215,2012,12,Uttar Pradesh,Banda,58.32,1713.82,208,2276.49,0.66,924.24,0.7,3714.29,0,0
215,2013,12,Uttar Pradesh,Banda,66.51,1805.59,216.46,1913.89,0.44,727.27,0.87,4471.26,0,0
215,2014,12,Uttar Pradesh,Banda,58.56,1616.8,206.19,964.5,0.97,1164.95,0.74,4040.54,0,0
215,2015,12,Uttar Pradesh,Banda,57.82,1155.66,82.79,1195.19,1.15,486.96,0.56,3668.46,0,0
215,2016,12,Uttar Pradesh,Banda,73.75,1776.22,246.94,2496.38,0.58,722.89,0.77,4295.31,0,0
215,2017,12,Uttar Pradesh,Banda,60.72,1957.57,208.72,2372.11,0.41,1611.65,0.65,3833.18,0,0
216,1966,12,Uttar Pradesh,Varanasi,149,402.68,51.2,646.48,0,0,18,3616.67,0,0
216,1967,12,Uttar Pradesh,Varanasi,145.3,737.1,54.2,988.93,0,0,15.6,4980.77,0,0
216,1968,12,Uttar Pradesh,Varanasi,145.8,411.52,54.9,1531.88,0,0,16.4,4006.1,0,0
216,1969,12,Uttar Pradesh,Varanasi,146,784.25,51.4,1188.72,0,0,19.4,4453.61,0,0
216,1970,12,Uttar Pradesh,Varanasi,143.6,798.75,60,1108.33,0.1,1000,19.2,625,0,0
216,1971,12,Uttar Pradesh,Varanasi,167.5,758.21,63.8,1000,0.1,1000,16.2,3524.69,0,0
216,1972,12,Uttar Pradesh,Varanasi,144.7,593.64,60.8,953.95,0.1,1000,20,3575,0,0
216,1973,12,Uttar Pradesh,Varanasi,144.2,968.79,63.6,1001.57,0.2,500,20.7,3434.78,0,0
216,1974,12,Uttar Pradesh,Varanasi,138.7,698.63,83.9,1169.25,0.1,1000,18.9,3444.44,0,0
216,1975,12,Uttar Pradesh,Varanasi,140.1,877.23,83.9,1152.56,0.1,1000,18.9,3444.44,0,0
216,1976,12,Uttar Pradesh,Varanasi,138.9,846.65,92,1217.39,0.1,1000,19.6,4081.63,0,0
216,1977,12,Uttar Pradesh,Varanasi,142.4,1337.78,92.8,1341.59,0.1,1000,19.5,4543.59,0,0
216,1978,12,Uttar Pradesh,Varanasi,144.2,1406.38,106.7,1341.14,0,0,20,3710,0,0
216,1979,12,Uttar Pradesh,Varanasi,136.5,306.96,126.77,850.36,0,0,15.8,3177.22,0,0
216,1980,12,Uttar Pradesh,Varanasi,142.6,1403.23,137.2,1315.6,0.1,1000,13,4207.69,0,0
216,1981,12,Uttar Pradesh,Varanasi,154.4,1238.99,154.45,1417.93,0.1,1000,13.7,4437.96,0,0
216,1982,12,Uttar Pradesh,Varanasi,146.4,1368.17,156,1498.08,0.1,1000,15.1,3211.92,0,0
216,1983,12,Uttar Pradesh,Varanasi,133.3,1409.6,171.1,1723.55,0.1,1000,15,3853.33,0,0
216,1984,12,Uttar Pradesh,Varanasi,154.6,1327.94,173.8,1548.91,0,0,13.3,3466.17,0,0
216,1985,12,Uttar Pradesh,Varanasi,133.9,1649.74,167.2,1702.15,0,0,13.8,3528.99,0,0
216,1986,12,Uttar Pradesh,Varanasi,143,1441.26,168.7,1641.97,0,0,12.1,4975.21,0,0
216,1987,12,Uttar Pradesh,Varanasi,154.1,1504.87,176.3,1935.9,0,0,10.8,4398.15,0,0
216,1988,12,Uttar Pradesh,Varanasi,153.8,1971.39,181.77,2425.59,0,0,10.3,4213.59,0,0
216,1989,12,Uttar Pradesh,Varanasi,167.3,1961.15,187.1,1871.73,0,0,10.9,3954.13,0,0
216,1990,12,Uttar Pradesh,Varanasi,167.97,2128.06,188.2,2020.83,0.03,1000,11.47,4509.15,0.02,0
216,1991,12,Uttar Pradesh,Varanasi,166.44,2129.36,190.3,2575.04,0.03,666.67,11.35,4177.09,0.02,0
216,1992,12,Uttar Pradesh,Varanasi,163.46,2016.82,184.84,2297.34,0.09,1111.11,10.15,3139.9,0,0
216,1993,12,Uttar Pradesh,Varanasi,161.82,2270.24,188.41,2555.33,0.08,1125,10.67,4462.98,0.01,0
216,1994,12,Uttar Pradesh,Varanasi,158.22,2604.47,188.62,2343.97,0.01,1000,10.12,4126.48,0.02,0
216,1995,12,Uttar Pradesh,Varanasi,173.5,2000.23,209.61,2354.99,0.07,714.29,11.95,3794.14,0,0
216,1996,12,Uttar Pradesh,Varanasi,175.43,2764.24,219.46,2864.8,0.08,1000,12.63,4902.61,0,0
216,1997,12,Uttar Pradesh,Varanasi,170.92,2855.6,202.95,2488.64,0.08,875,11.83,4146.24,0,0
216,1998,12,Uttar Pradesh,Varanasi,178.72,2551.98,204.89,2139.83,0.08,625,12.45,4367.87,0,0
216,1999,12,Uttar Pradesh,Varanasi,182.09,2779.34,205.01,2449.88,0.08,750,12.37,3893.29,0,0
216,2000,12,Uttar Pradesh,Varanasi,180.8,2221.24,205.12,2272.28,0.09,888.89,11.99,3413.68,0,0
216,2001,12,Uttar Pradesh,Varanasi,191.88,2648.22,195.56,2255.73,0.01,1000,7.64,3942.41,0,0
216,2002,12,Uttar Pradesh,Varanasi,189.43,2307.4,206.61,1810.46,0.01,1000,7.16,4039.11,0,0
216,2003,12,Uttar Pradesh,Varanasi,190.66,2859.49,209.22,2250.55,0.02,500,6.91,3861.07,0,0
216,2004,12,Uttar Pradesh,Varanasi,162.75,1328.48,208.62,1573.48,0.02,1000,9.03,3713.18,0,0
216,2005,12,Uttar Pradesh,Varanasi,189.08,1911.89,209.55,1940.78,0.01,1000,5.83,4271.01,0,0
216,2006,12,Uttar Pradesh,Varanasi,199.5,2191.93,217.42,2393.34,0.01,1000,5.9,4323.73,0,0
216,2007,12,Uttar Pradesh,Varanasi,190.96,2246.96,217.76,2338.86,0.01,1000,5.77,4705.37,0,0
216,2008,12,Uttar Pradesh,Varanasi,196.63,2423.49,212.59,2548.76,0.01,1000,5.86,4587.03,0,0
216,2009,12,Uttar Pradesh,Varanasi,164.27,1875.27,212.28,2253.3,0,0,5.64,4716.31,0,0
216,2010,12,Uttar Pradesh,Varanasi,184.99,2456.84,212.62,2694.01,0,0,5.63,4612.79,0,0
216,2011,12,Uttar Pradesh,Varanasi,179.82,2549.72,215.03,2844.21,0,0,5.54,5077.62,0,0
216,2012,12,Uttar Pradesh,Varanasi,174.38,2670.95,219.42,2986.74,0,0,5.82,5202.75,0,0
216,2013,12,Uttar Pradesh,Varanasi,187.12,2526.29,219.96,2678.81,0.01,1000,5.48,6056.57,0,0
216,2014,12,Uttar Pradesh,Varanasi,174.44,2680.52,212.11,1609.17,0,0,5.72,6305.94,0,0
216,2015,12,Uttar Pradesh,Varanasi,187.87,2683.72,215.08,2142.97,0.02,1000,5.52,6350.09,0,0
216,2016,12,Uttar Pradesh,Varanasi,196.4,2681.03,216.15,3134.62,0,750,5.64,6660.27,0,0
216,2017,12,Uttar Pradesh,Varanasi,194.46,2948.8,230.27,3464.76,0,1000,4.36,6975.41,0,0
217,1966,12,Uttar Pradesh,Mirzpur,135,201.48,31.5,260.32,0.1,1000,3.4,1558.82,0,0
217,1967,12,Uttar Pradesh,Mirzpur,123,801.63,51,978.43,0.1,0,3.2,3906.25,0,0
